date,valid_area_km2,water_area_km2
2013-01-01,0.5798404465138153,0.0
2013-02-01,2295.191587454131,1254.3723260463103
2013-03-01,8151.184143189353,1784.7045762914302
2013-04-01,9220.554786851431,1861.2721680143454
2013-05-01,8805.427138730158,1799.0832432769346
2013-06-01,8523.699634395956,1797.1368017763461
2013-07-01,8727.209035917002,1811.6054888619785
2013-08-01,8930.611744516174,1805.7156934793907
2013-09-01,9185.487861966483,1723.367106558043
2013-10-01,9324.500440038742,1603.5463129787056
2013-11-01,9444.106111112442,1460.2068095641207
2013-12-01,7044.627663438034,1334.866781884625
2014-01-01,8528.906186270127,1445.5965432263074
2014-02-01,8183.932134724177,1916.5593513004715
2014-03-01,9405.762456131219,1692.9191367104731
2014-04-01,8393.32214902519,1550.300415990698
2014-05-01,8650.84800449936,1523.3676301645398
2014-06-01,8499.99304084765,1456.805543726898
2014-07-01,8486.643245838088,1418.327148755469
2014-08-01,8603.75769032139,1346.779206797533
2014-09-01,9093.203111661569,1298.6507095421969
2014-10-01,9449.229745488568,1161.947438307831
2014-11-01,9452.995954477405,879.7674595846323
2014-12-01,9229.896735707263,511.54503257632075
2015-01-01,4646.776363582499,0.01634263412104588
2015-02-01,6587.386021228169,791.7954428341023
2015-03-01,7386.723715246641,1013.6121058916526
2015-04-01,8728.402675058847,1298.4350364638142
2015-05-01,8398.325897308812,1082.828120588027
2015-06-01,8176.52703813576,981.2127158327153
2015-07-01,8386.582978510114,1142.8219242286773
2015-08-01,8550.561244765515,981.819503557659
2015-09-01,9056.409799943252,842.0974407755979
2015-10-01,9355.459147942438,423.0898268339312
2015-11-01,9454.237410346146,122.1716288538852
2015-12-01,9454.53181082222,67.00596920324708
2016-01-01,9017.131886403373,149.64397802557374
2016-02-01,7618.863303036032,915.4704893274079
2016-03-01,9449.831151517315,662.2317657679228
2016-04-01,9385.949954643429,533.2575663860663
2016-05-01,7927.622346622622,183.24354876257277
2016-06-01,7697.307338045898,123.57575950263505
2016-07-01,7753.570801670029,153.11415886781197
2016-08-01,8216.209067865948,104.0894953911128
2016-09-01,9438.967972353716,50.3091296165805
2016-10-01,9446.731536968346,169.29930134232393
2016-11-01,9454.536293120194,11.26477809338379
2016-12-01,9445.216315244774,146.83061415948487
2017-01-01,7311.7119035705955,620.692380832368
2017-02-01,9319.696671204007,661.5584773730251
2017-03-01,8584.936582585871,1064.2770759759137
2017-04-01,9384.636151032228,968.3778655808716
2017-05-01,8440.876007904639,815.170164232439
2017-06-01,8056.205897477295,755.1522638671719
2017-07-01,7860.802414300813,506.6022538405829
2017-08-01,8013.55923279168,334.76232906161823
2017-09-01,9336.872360322892,250.58857040079081
2017-10-01,8710.868372945783,92.31453855371093
2017-11-01,9454.941756256669,6.64586103894043
2017-12-01,9307.664048705366,423.69264730041505
2018-01-01,9019.612090253664,302.1782164046461
2018-02-01,8665.00415566509,1709.385313890371
2018-03-01,8358.09511997895,1713.4145682149783
2018-04-01,9141.525619623837,1584.2943688824935
2018-05-01,8656.199038633104,1445.210844557087
2018-06-01,8419.817885171331,1351.5458518488426
2018-07-01,8433.948126889087,1272.1246998184083
2018-08-01,8327.860050132216,1260.9114951402664
2018-09-01,8869.44072442094,1193.3418839331123
2018-10-01,9180.106507822886,1021.7994070224968
2018-11-01,9453.414466905713,832.6287676315308
2018-12-01,9416.923909974274,646.9454575554468
