date,t2m_C
1999-04-01,8.4004341178495
1999-05-01,6.979789771022922
1999-06-01,4.7516116381231654
1999-07-01,5.402166826248106
1999-08-01,6.833663071683759
1999-09-01,7.79481787309345
1999-10-01,10.248328958313493
1999-11-01,11.05402421636279
1999-12-01,12.22877875037932
2000-01-01,9.995503760739098
2000-02-01,9.521214225297285
2000-03-01,9.434473016591994
2000-04-01,9.670977638263935
2000-05-01,7.757400851191619
2000-06-01,4.740777849390554
2000-07-01,3.956264921559921
2000-08-01,6.462803564634555
2000-09-01,8.641972633228761
2000-10-01,10.716764211829286
2000-11-01,11.196673775450847
2000-12-01,10.987035312058993
2001-01-01,9.133161672789129
2001-02-01,9.475477811441976
2001-03-01,8.938852649765636
2001-04-01,8.837107689173479
2001-05-01,6.790604668625065
2001-06-01,5.671029018396723
2001-07-01,4.724005906700825
2001-08-01,6.640221479166996
2001-09-01,9.171964276692108
2001-10-01,10.681080396726998
2001-11-01,12.37024588013304
2001-12-01,10.412721110676216
2002-01-01,11.361598186520496
2002-02-01,10.194393858362389
2002-03-01,9.990794149821284
2002-04-01,9.23276793714706
2002-05-01,7.765812101133122
2002-06-01,6.237840228885943
2002-07-01,3.1234221379434643
2002-08-01,6.624325991330579
2002-09-01,9.123746047820418
2002-10-01,10.788766342007762
2002-11-01,12.16014757192903
2002-12-01,12.128143692162155
2003-01-01,11.274912968647243
2003-02-01,10.680175314012786
2003-03-01,9.7123752781402
2003-04-01,9.5040941543229
2003-05-01,7.836843277888931
2003-06-01,6.118603598905338
2003-07-01,5.585167138272766
2003-08-01,5.863325139131689
2003-09-01,8.174462129451229
2003-10-01,10.749998191358998
2003-11-01,11.801895001614866
2003-12-01,12.227565030540234
2004-01-01,9.995350833004068
2004-02-01,9.743900171952816
2004-03-01,10.356424406576423
2004-04-01,10.052772016329584
2004-05-01,6.125726796442564
2004-06-01,4.95201037240389
2004-07-01,4.856066158712963
2004-08-01,6.209958649166595
2004-09-01,9.508222623532447
2004-10-01,10.69081631174845
2004-11-01,12.231614098964599
2004-12-01,12.376559465242565
2005-01-01,10.68192491834401
2005-02-01,9.732067845640302
2005-03-01,10.374132125902918
2005-04-01,9.390437887117628
2005-05-01,7.602923964300089
2005-06-01,5.43721268969108
2005-07-01,5.768284131015662
2005-08-01,6.9424771125229086
2005-09-01,7.03004317878856
2005-10-01,9.778323457312808
2005-11-01,11.075438584398853
2005-12-01,11.391639950941396
2006-01-01,9.671523378488189
2006-02-01,10.115129372555316
2006-03-01,10.086595654454868
2006-04-01,8.967025565956249
2006-05-01,6.527783483206576
2006-06-01,5.436031209174246
2006-07-01,5.745569462311494
2006-08-01,7.14551382669498
2006-09-01,8.465407756856223
2006-10-01,10.995594758149366
2006-11-01,12.002844765220118
2006-12-01,12.344559277706935
2007-01-01,11.279007530996864
2007-02-01,11.210470826796325
2007-03-01,9.698896636696816
2007-04-01,9.838034584095965
2007-05-01,7.650375225994253
2007-06-01,7.207316763922677
2007-07-01,5.389536078946833
2007-08-01,7.9594362940726455
2007-09-01,8.975078515607379
2007-10-01,11.204856310609102
