valid_time,number,expver,e,e_mm
1969-07-01 06:00:00,0,0001,-0.0004571752702050497,14.17243337635654
1969-08-01 06:00:00,0,0001,-0.0006382181528107174,19.784762737132237
1969-09-01 06:00:00,0,0001,-0.0008582652468030767,25.7479574040923
1969-10-01 06:00:00,0,0001,-0.0012792112475226783,39.65554867320303
1969-11-01 06:00:00,0,0001,-0.001887484086338932,56.62452259016796
1969-12-01 06:00:00,0,0001,-0.002996002084519779,92.87606462011316
1970-01-01 06:00:00,0,0001,-0.0036612465527953416,113.49864313665559
1970-02-01 06:00:00,0,0001,-0.003619685762705341,101.35120135574954
1970-03-01 06:00:00,0,0001,-0.003370492066946139,104.4852540753303
1970-04-01 06:00:00,0,0001,-0.0023643583708762646,70.93075112628794
1970-05-01 06:00:00,0,0001,-0.0011390584391822913,35.31081161465103
1970-06-01 06:00:00,0,0001,-0.000650025265150539,19.50075795451617
1970-07-01 06:00:00,0,0001,-0.000513865997670383,15.929845927781873
1970-08-01 06:00:00,0,0001,-0.0006207200017983118,19.242320055747662
1970-09-01 06:00:00,0,0001,-0.0011956619132581358,35.86985739774407
1970-10-01 06:00:00,0,0001,-0.0013832252957374964,42.87998416786239
1970-11-01 06:00:00,0,0001,-0.0018455318375789872,55.36595512736962
1970-12-01 06:00:00,0,0001,-0.003209660501130338,99.49947553504049
1971-01-01 06:00:00,0,0001,-0.003305865655401631,102.48183531745056
1971-02-01 06:00:00,0,0001,-0.003651425521181485,102.23991459308156
1971-03-01 06:00:00,0,0001,-0.0033849044478282474,104.93203788267567
1971-04-01 06:00:00,0,0001,-0.001954022673784974,58.62068021354922
