valid_time,number,expver,tp,tp_mm
1971-06-01,0,0001,0.00012849323979798063,3.8547971939394188
1971-07-01,0,0001,0.0003274083817565592,10.149659834453335
1971-08-01,0,0001,0.0002766919917076583,8.577451742937408
1971-09-01,0,0001,3.509594529715033e-05,1.05287835891451
1971-10-01,0,0001,0.0007273925094083074,22.54916779165753
1971-11-01,0,0001,0.0020101976874390146,60.30593062317044
1971-12-01,0,0001,0.002793610705213432,86.60193186161639
1972-01-01,0,0001,0.0064551021406742395,200.10816636090144
1972-02-01,0,0001,0.0031996982663380917,92.79124972380467
1972-03-01,0,0001,0.002211758671089172,68.56451880376433
1972-04-01,0,0001,0.0004958311047242619,14.874933141727857
1972-05-01,0,0001,3.95752706933305e-05,1.2268333914932457
1972-06-01,0,0001,2.405388355059119e-06,0.07216165065177357
1972-07-01,0,0001,3.293938852694888e-05,1.021121044335415
1972-08-01,0,0001,1.8225524561285381e-06,0.05649912613998468
1972-09-01,0,0001,0.0006133070685201003,18.39921205560301
1972-10-01,0,0001,0.000238541790310584,7.394795499628104
1972-11-01,0,0001,0.0007259149357450659,21.777448072351977
1972-12-01,0,0001,0.006316993675294757,195.82680393413744
1973-01-01,0,0001,0.00452958330416799,140.41708242920768
1973-02-01,0,0001,0.004850872380839881,135.82442666351668
1973-03-01,0,0001,0.0036809590142917606,114.10972944304459
1973-04-01,0,0001,0.0009307223626362693,27.921670879088076
1973-05-01,0,0001,0.0004683912561869777,14.520128941796308
1973-06-01,0,0001,0.00015407128347620725,4.622138504286218
1973-07-01,0,0001,1.0832822675913787e-05,0.3358175029533274
1973-08-01,0,0001,0.0005528255753496506,17.13759283583917
1973-09-01,0,0001,0.000271241742820196,8.13725228460588
1973-10-01,0,0001,0.00034044809797231595,10.553891037141794
1973-11-01,0,0001,0.0010379323719921804,31.137971159765414
1973-12-01,0,0001,0.0035140856761554165,108.93665596081792
1974-01-01,0,0001,0.007434813993858911,230.47923380962624
1974-02-01,0,0001,0.007694635239164596,215.4497866966087
1974-03-01,0,0001,0.0038537097319502655,119.46500169045824
1974-04-01,0,0001,0.0012442901579356239,37.328704738068716
1974-05-01,0,0001,1.7328947801182425e-05,0.5371973818366552
1974-06-01,0,0001,4.959670105154507e-06,0.1487901031546352
1974-07-01,0,0001,3.191237798580294e-05,0.9892837175598912
1974-08-01,0,0001,0.0006582905005631163,20.407005517456604
1974-09-01,0,0001,0.00024257979796434072,7.277393938930222
1974-10-01,0,0001,4.330059222699016e-05,1.342318359036695
1974-11-01,0,0001,0.0009526199478989807,28.578598436969422
1974-12-01,0,0001,0.004420055709299144,137.02172698827346
1975-01-01,0,0001,0.006651300099525857,206.19030308530157
1975-02-01,0,0001,0.006079251707729445,170.21904781642448
1975-03-01,0,0001,0.0033145084210280023,102.74976105186808
1975-04-01,0,0001,0.0006335209487887965,19.005628463663896
1975-05-01,0,0001,0.00011791553774878602,3.6553816702123667
1975-06-01,0,0001,0.0004173129234091327,12.519387702273981
1975-07-01,0,0001,1.9771007432754476e-05,0.6129012304153887
1975-08-01,0,0001,0.00012852809171071044,3.9843708430320235
1975-09-01,0,0001,0.0005287441859467577,15.862325578402732
1975-10-01,0,0001,0.0007750864505432041,24.027679966839326
1975-11-01,0,0001,0.0004051674800936232,12.155024402808694
1975-12-01,0,0001,0.0044702708067108346,138.57839500803587
1976-01-01,0,0001,0.005828477064710329,180.68278900602022
1976-02-01,0,0001,0.004389997116048467,127.30991636540556
1976-03-01,0,0001,0.004323916236040853,134.04140331726643
1976-04-01,0,0001,0.0004477310109316666,13.431930327949997
1976-05-01,0,0001,0.0001741624332314525,5.399035430175028
1976-06-01,0,0001,3.427292926889301e-05,1.0281878780667904
1976-07-01,0,0001,8.401833532802999e-05,2.6045683951689296
1976-08-01,0,0001,0.0008767494932679621,27.179234291306827
1976-09-01,0,0001,0.0011802461740211237,35.407385220633714
1976-10-01,0,0001,6.147233224046575e-05,1.9056422994544384
1976-11-01,0,0001,0.0010488176384827273,31.46452915448182
1976-12-01,0,0001,0.003059416506080818,94.84191168850536
1977-01-01,0,0001,0.004069678890072631,126.16004559225158
1977-02-01,0,0001,0.005038639705679452,141.08191175902465
1977-03-01,0,0001,0.005041367874048596,156.28240409550648
1977-04-01,0,0001,0.0006725999489036726,20.17799846711018
1977-05-01,0,0001,0.0005387190143576996,16.70028944508869
1977-06-01,0,0001,3.7754978031354315e-06,0.11326493409406294
1977-07-01,0,0001,0.00017364956458721764,5.3831365022037465
1977-08-01,0,0001,0.0003043174323862137,9.433840403972624
1977-09-01,0,0001,0.0007157740991138599,21.473222973415798
1977-10-01,0,0001,0.0016350967408126943,50.68799896519353
1977-11-01,0,0001,0.0038116444203492145,114.34933261047644
1977-12-01,0,0001,0.005052055732930163,156.61372772083507
1978-01-01,0,0001,0.006013020848684636,186.40364630922372
1978-02-01,0,0001,0.007505334400786046,210.14936322200927
1978-03-01,0,0001,0.0043071284540397775,133.52098207523312
1978-04-01,0,0001,0.0022480948649758726,67.44284594927618
1978-05-01,0,0001,2.2912472451939374e-05,0.7102866460101206
1978-06-01,0,0001,1.1217448262778673e-05,0.3365234478833602
1978-07-01,0,0001,0.0001753685183582108,5.436424069104535
1978-08-01,0,0001,0.0007949142076981503,24.64234043864266
1978-09-01,0,0001,0.00026151879512218844,7.845563853665654
1978-10-01,0,0001,0.0008664638134587367,26.860378217220838
